,InvoiceNo,Quantity,CustomerID,TotalSum,CohortMonth,CohortIndex
40807,551558,1,17841.0,1.65,2010-12,6
40808,540349,12,15379.0,19.799999999999997,2010-12,2
40809,566988,18,16709.0,45.9,2011-03,7
40810,566299,24,16871.0,13.200000000000001,2011-03,7
40811,577535,1,14071.0,9.95,2011-03,9
40812,567887,12,15237.0,17.4,2011-04,6
40813,553178,1,17302.0,1.25,2011-02,4
40814,547358,1,15998.0,2.1,2010-12,4
40815,570503,1,17965.0,2.08,2010-12,11
40816,558057,4,15665.0,11.8,2011-04,3
40817,570076,12,15738.0,19.799999999999997,2010-12,11
40818,544461,12,13744.0,15.0,2011-02,1
40819,581220,20,13924.0,8.4,2011-09,4
40820,544463,1,12988.0,1.25,2011-02,1
40821,556487,1,17289.0,1.25,2011-06,1
40822,541793,12,13969.0,15.0,2010-12,2
40823,575221,12,12949.0,35.400000000000006,2011-04,8
40824,544153,7,15356.0,5.95,2010-12,3
40825,548616,24,18263.0,34.8,2011-04,1
40826,567656,1,14096.0,4.96,2011-08,2
40827,560929,1,16866.0,0.85,2011-07,1
40828,551816,1,15906.0,2.1,2011-03,3
40829,550957,4,18283.0,5.0,2011-01,4
40830,544571,6,15146.0,17.700000000000003,2011-02,1
40831,567614,10,16103.0,12.5,2011-04,6
40832,542429,10,13330.0,19.5,2011-01,1
40833,581253,4,16891.0,8.4,2010-12,13
40834,567970,5,18041.0,9.75,2010-12,10
40835,553829,8,16455.0,18.0,2010-12,6
40836,566790,16,17679.0,175.2,2011-09,1
40837,539044,8,15727.0,15.6,2010-12,1
40838,578278,24,12748.0,20.4,2010-12,12
40839,578519,2,14591.0,4.16,2011-05,7
40840,559811,12,13269.0,30.599999999999998,2010-12,8
40841,544597,3,16014.0,8.850000000000001,2011-02,1
40842,575073,1,13975.0,4.15,2011-03,9
40843,539590,18,14733.0,76.5,2010-12,1
40844,552958,10,15498.0,67.5,2010-12,6
40845,544071,3,16317.0,14.850000000000001,2011-02,1
40846,537399,2,13030.0,3.9,2010-12,1
40847,571548,72,15505.0,28.080000000000002,2011-07,4
40848,563248,5,14702.0,10.5,2010-12,9
40849,551417,8,15632.0,39.6,2011-03,2
40850,541596,4,17602.0,8.4,2011-01,1
40851,544406,4,16726.0,5.8,2010-12,3
40852,546121,1,14085.0,4.95,2010-12,4
40853,538827,24,14298.0,15.600000000000001,2010-12,1
40854,548874,12,17716.0,15.0,2011-03,2
40855,550016,16,15416.0,13.6,2011-03,2
40856,548185,2,15628.0,15.9,2010-12,4
40857,560732,2,14056.0,5.9,2011-02,6
40858,576889,1,12748.0,3.75,2010-12,12
40859,563909,1,15701.0,8.5,2011-08,1
40860,549281,6,17735.0,15.299999999999999,2010-12,5
40861,564719,4,15325.0,6.6,2011-08,1
40862,561537,2,13870.0,16.5,2011-02,6
40863,548916,2,14849.0,11.9,2010-12,5
40864,538363,2,18016.0,1.7,2010-12,1
40865,575219,80,17511.0,204.0,2010-12,12
40866,556926,1,16324.0,1.95,2011-06,1
40867,544037,12,14961.0,15.0,2010-12,3
40868,570183,2,15208.0,17.0,2011-06,5
40869,568491,1,15443.0,4.25,2011-01,9
40870,557122,12,16558.0,5.04,2010-12,7
40871,562543,12,13552.0,19.799999999999997,2011-01,8
40872,576587,6,18123.0,9.899999999999999,2011-11,1
40873,566075,12,16173.0,18.6,2011-09,1
40874,538097,12,15192.0,10.2,2010-12,1
40875,579269,12,14601.0,35.400000000000006,2011-11,1
40876,540511,7,14472.0,5.95,2010-12,2
40877,578914,12,13782.0,19.799999999999997,2011-01,11
40878,571441,2,14096.0,4.92,2011-08,3
40879,568346,1,14096.0,1.63,2011-08,2
40880,566431,10,18180.0,16.5,2011-07,3
40881,572960,24,18154.0,20.4,2011-10,1
40882,550912,2,13267.0,19.9,2010-12,5
40883,542112,3,13168.0,8.850000000000001,2011-01,1
40884,550315,24,17990.0,19.919999999999998,2010-12,5
40885,570555,2,17119.0,19.9,2011-10,1
40886,573542,6,14702.0,7.5,2010-12,11
40887,577393,30,14031.0,212.4,2010-12,12
40888,568054,6,16978.0,8.7,2011-09,1
40889,541850,2,14224.0,5.1,2011-01,1
40890,544319,1,14379.0,7.95,2011-02,1
40891,547656,2,13263.0,0.84,2011-01,3
40892,550389,12,17284.0,6.6000000000000005,2011-01,4
40893,572703,2,16110.0,2.5,2011-02,9
40894,562457,50,18079.0,21.0,2011-04,5
40895,559014,8,14262.0,20.4,2011-04,4
40896,541854,1,18283.0,1.25,2011-01,1
40897,547829,12,16081.0,19.799999999999997,2010-12,4
40898,537054,2,16931.0,4.2,2010-12,1
40899,538634,10,14085.0,16.5,2010-12,1
40900,560035,6,17706.0,19.5,2010-12,8
40901,578757,1,12748.0,3.75,2010-12,12
40902,549251,6,14449.0,2.34,2010-12,5
40903,551891,24,17429.0,10.08,2011-05,1
40904,547094,1,13934.0,9.95,2011-03,1
40905,551014,12,13209.0,15.0,2010-12,5
40906,573315,1,17839.0,0.42,2011-10,1
40907,545318,12,14676.0,25.200000000000003,2011-03,1
40908,554498,6,15314.0,12.600000000000001,2011-05,1
40909,579148,24,17523.0,20.4,2011-11,1
40910,560732,2,14056.0,6.5,2011-02,6
40911,542719,2,17619.0,0.58,2011-01,1
40912,580774,6,13994.0,17.700000000000003,2011-07,6
40913,564342,48,16340.0,13.919999999999998,2011-08,1
40914,544106,24,14530.0,20.4,2011-02,1
40915,548309,1,16657.0,1.45,2011-03,1
40916,570491,3,14395.0,14.850000000000001,2010-12,11
40917,549734,2,16409.0,5.1,2011-01,4
40918,553553,12,16156.0,24.96,2011-02,4
40919,578852,7,17841.0,3.8500000000000005,2010-12,12
40920,558862,10,13901.0,16.5,2011-03,5
40921,559107,5,15334.0,4.25,2011-06,2
40922,576339,4,14096.0,23.16,2011-08,4
40923,561535,24,15116.0,61.199999999999996,2011-05,3
40924,554042,10,15237.0,16.5,2011-04,2
40925,540316,3,16676.0,17.85,2011-01,1
40926,566562,4,17365.0,5.0,2011-01,9
40927,575607,1,14096.0,1.63,2011-08,4
40928,568180,12,15429.0,35.400000000000006,2011-09,1
40929,576696,1,16669.0,5.95,2011-09,3
40930,561617,12,18237.0,15.0,2011-07,1
40931,580064,5,18077.0,14.75,2010-12,13
40932,536531,24,15485.0,10.08,2010-12,1
40933,575622,6,16743.0,12.600000000000001,2010-12,12
40934,559158,6,17428.0,35.7,2010-12,8
40935,577742,12,13755.0,2.2800000000000002,2011-10,2
40936,552769,4,16241.0,2.6,2010-12,6
40937,571601,6,17073.0,7.5,2011-08,3
40938,537034,12,13081.0,10.2,2010-12,1
40939,559922,12,14400.0,25.200000000000003,2011-07,1
40940,566571,4,17037.0,16.6,2011-09,1
40941,569020,12,15321.0,30.599999999999998,2011-02,8
40942,572662,5,15443.0,8.25,2011-01,10
40943,576075,3,15861.0,2.55,2011-03,9
40944,559318,3,18013.0,2.55,2011-07,1
40945,577495,1,14704.0,0.83,2011-06,6
40946,581376,6,14719.0,12.600000000000001,2011-04,9
40947,554866,12,13488.0,10.2,2010-12,6
40948,564526,6,15805.0,17.700000000000003,2010-12,9
40949,547656,2,13263.0,2.5,2011-01,3
40950,565204,24,15829.0,13.200000000000001,2011-07,3
40951,580151,3,17811.0,6.300000000000001,2011-01,12
40952,578018,2,15311.0,1.7,2010-12,12
40953,570448,25,13224.0,10.5,2011-07,4
40954,576201,1,14606.0,0.79,2010-12,12
40955,536742,1,16916.0,1.25,2010-12,1
40956,558535,1,16904.0,2.08,2010-12,7
40957,579161,20,17379.0,7.800000000000001,2011-11,1
40958,567818,3,14395.0,14.850000000000001,2010-12,10
40959,577034,8,12847.0,2.32,2011-11,1
40960,572066,12,15159.0,19.799999999999997,2010-12,11
40961,551857,6,13037.0,25.5,2011-03,3
40962,553120,5,17139.0,14.75,2011-02,4
40963,569424,1,15529.0,2.08,2010-12,11
40964,566869,10,13658.0,20.8,2011-05,5
40965,561693,4,15120.0,17.0,2011-07,1
40966,575674,12,13468.0,17.88,2010-12,12
40967,568059,1,13097.0,8.5,2010-12,10
40968,540516,2,16326.0,11.9,2011-01,1
40969,559903,8,12935.0,15.6,2011-01,7
40970,574686,12,17608.0,4.68,2011-11,1
40971,560356,12,16875.0,11.399999999999999,2011-01,7
40972,567167,6,15547.0,4.74,2010-12,10
40973,569089,2,13764.0,7.5,2011-01,9
40974,542623,24,17239.0,30.0,2011-01,1
40975,545328,12,16389.0,35.400000000000006,2011-03,1
40976,571247,24,15826.0,20.4,2011-05,6
40977,548952,4,15572.0,3.4,2011-03,2
40978,545477,1,14573.0,2.95,2010-12,4
40979,574700,1,16033.0,4.95,2010-12,12
40980,556887,2,14606.0,4.16,2010-12,7
40981,573500,6,16931.0,5.1,2010-12,11
40982,576339,2,14096.0,2.5,2011-08,4
40983,550299,6,17389.0,76.5,2011-01,4
40984,580500,24,17131.0,39.599999999999994,2011-09,4
40985,556246,3,16113.0,2.55,2011-06,1
40986,573348,6,14487.0,7.5,2010-12,11
40987,580306,3,14250.0,17.85,2011-09,4
40988,578032,12,16633.0,17.4,2011-04,8
40989,569546,1,15276.0,1.25,2011-10,1
40990,575683,60,17389.0,225.0,2011-01,11
40991,538369,5,17251.0,18.75,2010-12,1
40992,580291,6,15539.0,11.7,2011-12,1
40993,567656,3,14096.0,9.870000000000001,2011-08,2
40994,569005,8,16268.0,13.52,2011-09,1
40995,542420,1,17180.0,4.95,2011-01,1
40996,581134,2,16368.0,2.5,2011-11,2
40997,553053,3,12857.0,32.849999999999994,2011-02,4
40998,539098,24,14841.0,30.0,2010-12,1
40999,549981,2,16348.0,3.3,2011-04,1
41000,581125,2,14087.0,2.5,2011-12,1
41001,566976,6,15382.0,22.5,2011-02,8
41002,576326,15,16504.0,6.3,2011-11,1
41003,547075,10,15288.0,12.5,2010-12,4
41004,575086,24,16618.0,34.8,2011-01,11
41005,555845,12,17015.0,5.04,2011-06,1
41006,546670,5,13451.0,9.75,2011-01,3
41007,577469,3,15009.0,1.9500000000000002,2011-11,1
41008,545338,1,17449.0,2.1,2010-12,4
41009,569847,6,14116.0,24.900000000000002,2011-08,3
41010,576249,1,17811.0,3.75,2011-01,11
41011,571671,2,16940.0,7.5,2011-02,9
41012,560018,1,15987.0,2.1,2010-12,8
41013,573373,2,14684.0,0.78,2010-12,11
41014,547246,48,16191.0,40.8,2010-12,4
41015,560504,20,13081.0,33.0,2010-12,8
41016,550968,9,14961.0,53.550000000000004,2010-12,5
41017,578977,3,17231.0,11.25,2010-12,12
41018,546111,1,14165.0,6.95,2011-03,1
41019,569715,2,15856.0,2.98,2010-12,11
41020,544916,12,17377.0,5.04,2010-12,3
41021,571310,12,13394.0,35.400000000000006,2011-02,9
41022,555473,10,14700.0,16.5,2011-04,3
41023,565579,3,18283.0,4.949999999999999,2011-01,9
41024,536732,12,15544.0,10.2,2010-12,1
41025,558432,24,17730.0,30.0,2011-01,6
41026,536561,12,12921.0,19.799999999999997,2010-12,1
41027,541970,2,15179.0,19.9,2011-01,1
41028,542129,1,13002.0,9.95,2011-01,1
41029,540992,4,17364.0,2.2,2011-01,1
41030,548554,288,13694.0,109.44,2010-12,5
41031,538190,2,17790.0,25.5,2010-12,1
41032,571913,6,18210.0,12.48,2011-03,8
41033,547055,4,16444.0,5.0,2011-03,1
41034,551199,12,13018.0,15.0,2011-02,3
41035,575954,11,17211.0,9.129999999999999,2010-12,12
41036,571180,20,15498.0,25.0,2010-12,11
41037,563214,6,16370.0,9.899999999999999,2011-04,5
41038,580908,1,16495.0,14.95,2011-03,10
41039,566980,12,15498.0,35.400000000000006,2010-12,10
41040,576246,4,17566.0,15.0,2011-11,1
41041,572771,10,16173.0,16.5,2011-09,2
41042,574249,3,16347.0,6.24,2011-11,1
41043,570103,3,15719.0,0.5700000000000001,2011-01,10
41044,541850,2,14224.0,2.5,2011-01,1
41045,578233,2,14049.0,12.5,2011-01,11
41046,543447,10,16265.0,16.5,2010-12,3
41047,560410,10,17213.0,12.5,2010-12,8
41048,545522,6,15596.0,29.700000000000003,2010-12,4
41049,570210,1,13259.0,2.55,2011-10,1
41050,578146,1,13742.0,3.25,2011-01,11
41051,580956,3,17841.0,7.6499999999999995,2010-12,13
41052,560107,12,12928.0,15.0,2010-12,8
41053,559464,16,15157.0,6.72,2010-12,8
41054,571054,2,14234.0,0.84,2011-10,1
41055,567580,6,16493.0,24.900000000000002,2011-02,8
41056,566290,2,14456.0,4.16,2011-07,3
41057,544447,2,16466.0,1.3,2011-02,1
41058,536551,2,17346.0,0.84,2010-12,1
41059,580727,2,14096.0,16.58,2011-08,5
41060,572930,6,17613.0,17.700000000000003,2011-02,9
41061,544837,1,15910.0,2.55,2011-01,2
41062,562348,48,17511.0,20.16,2010-12,9
41063,564091,3,15804.0,17.85,2011-05,4
41064,538519,1,18037.0,1.95,2010-12,1
41065,580978,8,13078.0,30.0,2010-12,13
41066,541280,6,15296.0,15.299999999999999,2011-01,1
41067,562779,3,17841.0,3.75,2010-12,9
41068,565541,1,14159.0,1.65,2010-12,10
41069,547730,4,14796.0,7.8,2010-12,4
41070,573888,24,17696.0,9.36,2010-12,12
41071,540188,1,16771.0,5.95,2011-01,1
41072,567183,4,14769.0,6.6,2010-12,10
41073,552149,4,13365.0,11.8,2011-05,1
41074,565473,10,16717.0,20.8,2010-12,10
41075,568558,3,16354.0,2.4899999999999998,2011-09,1
41076,537896,12,18071.0,15.0,2010-12,1
41077,570442,1,16549.0,2.55,2011-01,10
41078,542174,1,16043.0,16.95,2011-01,1
41079,572838,12,14539.0,5.04,2011-10,1
41080,552260,8,17002.0,68.0,2011-02,4
41081,560839,3,14527.0,2.37,2010-12,8
41082,569218,2,15952.0,5.9,2011-04,7
41083,542528,6,13141.0,15.299999999999999,2011-01,1
41084,573870,2,14485.0,3.3,2011-11,1
41085,552332,6,13908.0,15.299999999999999,2011-03,3
41086,559893,1,14498.0,0.55,2010-12,8
41087,548208,9,14189.0,53.550000000000004,2010-12,4
41088,537354,1,12748.0,0.85,2010-12,1
41089,545592,3,17581.0,14.850000000000001,2010-12,4
41090,543332,6,13955.0,17.700000000000003,2011-02,1
41091,578518,1,14606.0,1.25,2010-12,12
41092,541571,6,12841.0,5.1,2010-12,2
41093,567973,12,13994.0,10.2,2011-07,3
41094,559330,12,17696.0,15.0,2010-12,8
41095,559143,1,15581.0,7.95,2010-12,8
41096,551291,12,14298.0,22.200000000000003,2010-12,5
41097,541139,6,15213.0,17.700000000000003,2011-01,1
41098,575607,2,14096.0,3.26,2011-08,4
41099,558709,2,17338.0,5.9,2010-12,8
41100,578685,12,16779.0,20.28,2010-12,12
41101,571726,6,16191.0,17.700000000000003,2010-12,11
41102,543507,1,15039.0,5.95,2010-12,3
41103,552658,1,14534.0,2.95,2011-01,5
41104,566038,4,14511.0,15.0,2011-07,3
41105,574260,3,13014.0,14.850000000000001,2011-03,9
41106,579141,1,17019.0,0.39,2010-12,12
41107,556330,2,17797.0,5.9,2011-06,1
41108,549235,7,15530.0,5.95,2011-04,1
41109,546986,12,14194.0,19.799999999999997,2011-02,2
41110,549964,12,13122.0,15.0,2011-04,1
41111,552703,3,14462.0,4.35,2011-01,5
41112,550622,2,13735.0,19.9,2011-04,1
41113,566038,12,14511.0,4.68,2011-07,3
41114,542214,24,17118.0,15.600000000000001,2011-01,1
41115,578977,3,17231.0,6.300000000000001,2010-12,12
41116,567095,2,17049.0,16.5,2011-03,7
41117,575941,3,16438.0,2.55,2011-09,3
41118,566092,12,13823.0,25.200000000000003,2011-09,1
41119,550125,8,13317.0,39.6,2010-12,5
41120,539196,1,18055.0,19.95,2010-12,1
41121,542607,5,13148.0,8.25,2010-12,2
41122,555344,24,15311.0,70.80000000000001,2010-12,7
41123,566248,24,13272.0,15.600000000000001,2011-09,1
41124,569852,12,13771.0,17.4,2011-04,7
41125,567656,2,14096.0,33.26,2011-08,2
41126,564552,24,16670.0,3.3600000000000003,2010-12,9
41127,566042,4,17811.0,2.6,2011-01,9
41128,564168,8,16794.0,13.2,2011-06,3
41129,538108,18,17456.0,26.099999999999998,2010-12,1
41130,543005,12,16378.0,10.2,2011-02,1
41131,566220,48,15251.0,88.80000000000001,2011-04,6
41132,553878,10,14733.0,67.5,2010-12,6
41133,565877,1,15189.0,10.4,2011-01,9
41134,568141,2,16326.0,2.5,2011-01,9
41135,564725,1,18041.0,4.95,2010-12,9
41136,539261,24,15620.0,20.4,2010-12,1
41137,544064,1,17114.0,9.95,2011-01,2
41138,566053,1,14410.0,2.55,2011-02,8
41139,560927,2,13078.0,8.5,2010-12,8
41140,539477,12,18245.0,15.0,2010-12,1
41141,580520,2,13521.0,4.16,2011-11,2
41142,577077,1,17799.0,9.95,2010-12,12
41143,562574,2,14903.0,1.7,2011-03,6
41144,567239,4,14735.0,15.0,2010-12,10
41145,538665,6,17576.0,17.700000000000003,2010-12,1
41146,563024,4,14639.0,16.6,2010-12,9
41147,566033,25,16031.0,10.5,2011-04,6
41148,558570,3,17673.0,1.6500000000000001,2011-01,6
41149,561044,12,13831.0,35.400000000000006,2010-12,8
41150,573330,1,16923.0,1.65,2010-12,11
41151,576137,100,15482.0,72.0,2011-04,8
41152,565667,2,17449.0,17.0,2010-12,10
41153,577505,2,13118.0,3.3,2011-02,10
41154,560286,48,14062.0,69.6,2010-12,8
41155,579493,6,15570.0,14.940000000000001,2010-12,12
41156,544824,2,17139.0,15.9,2011-02,1
41157,550921,12,14770.0,5.04,2011-01,4
41158,566520,2,17757.0,3.9,2010-12,10
41159,558459,3,15334.0,2.55,2011-06,1
41160,549587,10,15737.0,12.5,2011-04,1
41161,559926,12,17644.0,19.799999999999997,2011-03,5
41162,580960,1,16016.0,4.95,2010-12,13
41163,569216,3,15555.0,3.75,2010-12,11
41164,574667,24,15514.0,30.0,2010-12,12
41165,567879,6,16161.0,12.600000000000001,2010-12,10
41166,568046,1,18118.0,1.65,2010-12,10
41167,574523,12,18167.0,45.0,2011-08,4
41168,570442,2,16549.0,1.1,2011-01,10
41169,544094,5,15810.0,10.5,2011-02,1
41170,547876,2,16638.0,19.9,2011-01,3
41171,559807,2,17841.0,2.5,2010-12,8
41172,571747,6,13849.0,17.700000000000003,2011-06,5
41173,558084,6,14837.0,12.48,2011-05,2
41174,571221,2,16416.0,8.3,2011-10,1
41175,581020,100,17511.0,72.0,2010-12,13
41176,577535,2,14071.0,4.2,2011-03,9
41177,579163,144,15838.0,208.79999999999998,2011-02,10
41178,573074,10,16265.0,20.8,2010-12,11
41179,578935,3,15351.0,4.949999999999999,2010-12,12
41180,556056,1,17841.0,1.65,2010-12,7
41181,536833,12,18239.0,10.2,2010-12,1
41182,573020,10,14842.0,20.8,2011-06,5
41183,571283,2,16533.0,5.9,2011-10,1
41184,572281,5,17211.0,8.25,2010-12,11
41185,559299,10,16929.0,16.5,2011-07,1
41186,576463,2,17974.0,5.9,2011-05,7
41187,546324,3,13265.0,29.849999999999998,2011-03,1
41188,558876,6,17841.0,9.899999999999999,2010-12,8
41189,560244,3,16931.0,1.9500000000000002,2010-12,8
41190,556189,5,15615.0,14.75,2010-12,7
41191,544887,2,17364.0,5.1,2011-01,2
41192,569983,2,17231.0,0.84,2010-12,11
41193,579141,4,17019.0,3.4,2010-12,12
41194,575700,4,15111.0,33.0,2010-12,12
41195,567077,4,18122.0,5.0,2011-07,3
41196,550995,8,16722.0,13.2,2010-12,5
41197,557132,20,13107.0,33.0,2011-01,6
41198,550159,16,14062.0,60.0,2010-12,5
41199,560601,1,16764.0,2.95,2011-07,1
41200,568951,6,17724.0,35.7,2011-07,3
41201,566561,10,18145.0,16.5,2011-01,9
41202,537769,1,15021.0,1.65,2010-12,1
41203,541282,4,17690.0,23.8,2010-12,2
41204,578995,3,15861.0,6.24,2011-03,9
41205,556915,2,15036.0,19.9,2011-06,1
41206,563349,1,14623.0,4.25,2011-04,5
41207,543626,3,15796.0,17.85,2011-02,1
41208,545431,40,12873.0,102.0,2011-03,1
41209,536620,12,14135.0,10.2,2010-12,1
41210,555570,25,15152.0,10.5,2011-06,1
41211,545681,2,16923.0,15.9,2010-12,4
41212,547657,3,13871.0,17.85,2011-02,2
41213,570488,1,14096.0,3.29,2011-08,3
41214,548952,7,15572.0,2.94,2011-03,2
41215,578088,4,16376.0,7.8,2011-11,1
41216,580505,2,15867.0,16.5,2010-12,13
41217,566269,12,17864.0,5.04,2011-03,7
41218,567656,2,14096.0,8.26,2011-08,2
41219,544198,12,12971.0,25.200000000000003,2010-12,3
41220,556671,2,17841.0,3.3,2010-12,7
41221,576971,16,14032.0,20.0,2010-12,12
41222,549546,10,16889.0,16.5,2011-01,4
41223,559401,1,15039.0,8.5,2010-12,8
41224,573405,3,13822.0,8.850000000000001,2011-10,1
41225,545188,3,14056.0,1.6500000000000001,2011-02,1
41226,558879,3,12921.0,14.850000000000001,2010-12,8
41227,568187,100,13408.0,179.0,2010-12,10
41228,555488,1,16942.0,5.75,2011-04,3
41229,549771,3,14669.0,5.85,2011-01,4
41230,551519,12,14304.0,19.799999999999997,2011-05,1
41231,549262,1,14465.0,2.1,2011-02,3
41232,564642,24,13527.0,10.08,2011-01,8
41233,549592,12,14311.0,10.2,2011-04,1
41234,550320,1,12748.0,4.95,2010-12,5
41235,571183,6,14796.0,10.14,2010-12,11
41236,557888,1,14656.0,0.85,2011-03,4
41237,561058,6,17724.0,29.700000000000003,2011-07,1
41238,561967,3,12844.0,3.75,2011-08,1
41239,580358,2,17238.0,4.2,2010-12,13
41240,556473,1,17265.0,4.25,2011-06,1
41241,571909,1,15006.0,0.39,2011-10,1
41242,574532,1,15676.0,9.95,2011-03,9
41243,573331,5,15860.0,24.75,2010-12,11
41244,569848,12,16316.0,15.0,2010-12,11
41245,562535,6,13200.0,22.5,2011-08,1
41246,568213,2,15214.0,16.5,2011-04,6
41247,543457,3,17428.0,14.850000000000001,2010-12,3
41248,547035,4,13911.0,17.0,2011-02,2
41249,552410,3,14527.0,3.75,2010-12,6
41250,537369,1,17860.0,1.25,2010-12,1
41251,574683,2,16372.0,8.3,2011-11,1
41252,555406,2,17231.0,2.5,2010-12,7
41253,580727,2,14096.0,24.92,2011-08,5
41254,550179,12,15220.0,5.04,2011-03,2
41255,537153,8,16718.0,16.8,2010-12,1
41256,540348,4,12841.0,3.4,2010-12,2
41257,560724,24,16186.0,10.08,2010-12,8
41258,553009,12,13601.0,5.04,2011-05,1
41259,569416,6,13801.0,15.299999999999999,2011-10,1
41260,540247,1,15464.0,1.25,2011-01,1
41261,578187,6,14336.0,17.700000000000003,2011-03,9
41262,553859,1,14505.0,16.95,2010-12,6
41263,575583,1,14456.0,1.25,2011-07,5
41264,580523,3,17827.0,1.17,2010-12,13
41265,546742,64,12849.0,41.6,2011-03,1
41266,559307,4,15356.0,8.32,2010-12,8
41267,562173,4,14530.0,9.96,2011-02,7
41268,572662,3,15443.0,3.75,2011-01,10
41269,556486,12,17422.0,4.68,2011-02,5
41270,557114,120,13951.0,22.8,2011-02,5
41271,557639,1,12933.0,3.75,2011-03,4
41272,566290,1,14456.0,8.95,2011-07,3
41273,556882,4,14395.0,6.6,2010-12,7
41274,538513,2,15454.0,7.5,2010-12,1
41275,578251,1,15993.0,4.15,2011-10,2
41276,543020,4,15005.0,6.6,2010-12,3
41277,559513,2,14534.0,5.9,2011-01,7
41278,580054,12,18122.0,4.68,2011-07,6
41279,549294,1,13230.0,0.42,2011-01,4
41280,540648,24,15061.0,30.0,2010-12,2
41281,573364,1,14710.0,2.08,2011-10,1
41282,556790,12,15656.0,15.0,2011-02,5
41283,556416,1,15527.0,2.08,2010-12,7
41284,572068,8,13159.0,15.6,2011-08,3
41285,573300,2,16049.0,3.3,2011-09,2
41286,552180,10,18235.0,16.5,2011-05,1
41287,541604,4,14572.0,5.0,2011-01,1
41288,571682,2,14179.0,4.2,2011-10,1
41289,567484,12,17340.0,19.799999999999997,2010-12,10
41290,577773,3,16712.0,19.049999999999997,2011-03,9
41291,544406,6,16726.0,7.5,2010-12,3
41292,575611,25,17861.0,10.5,2011-01,11
41293,568665,10,13018.0,16.5,2011-02,8
41294,571475,2,15033.0,2.5,2011-01,10
41295,537208,1,15889.0,1.69,2010-12,1
41296,563745,12,15159.0,17.4,2010-12,9
41297,542595,3,14040.0,8.850000000000001,2011-01,1
41298,574659,5,16942.0,6.25,2011-04,8
41299,537077,3,17062.0,1.6500000000000001,2010-12,1
41300,569000,12,17015.0,5.04,2011-06,4
41301,536763,12,17685.0,10.2,2010-12,1
41302,538268,12,18065.0,17.4,2010-12,1
41303,549153,10,13771.0,19.5,2011-04,1
41304,544191,12,13089.0,15.0,2010-12,3
41305,580513,2,14456.0,2.5,2011-07,6
41306,538807,1,17194.0,8.5,2010-12,1
41307,545460,2,13230.0,7.9,2011-01,3
41308,541107,24,17744.0,46.8,2010-12,2
41309,569669,2,14730.0,2.5,2011-03,8
41310,575034,1,15573.0,7.95,2011-09,3
41311,557271,12,17769.0,5.04,2011-01,6
41312,542710,12,14776.0,15.0,2011-01,1
41313,574684,10,17581.0,16.5,2010-12,12
41314,580136,1,17841.0,1.95,2010-12,13
41315,560260,1,14044.0,1.95,2011-02,6
41316,581404,4,13680.0,10.2,2011-01,12
41317,560248,96,16255.0,40.32,2010-12,8
41318,572055,4,17346.0,39.8,2010-12,11
41319,565312,1,14527.0,6.75,2010-12,10
41320,560861,6,17660.0,7.5,2011-07,1
41321,569204,3,16591.0,14.850000000000001,2011-10,1
41322,573117,24,16688.0,30.0,2011-10,1
41323,565850,1,14530.0,12.5,2011-02,8
41324,553702,2,13263.0,1.3,2011-01,5
41325,572882,4,18226.0,15.8,2011-01,10
41326,540363,6,12971.0,17.700000000000003,2010-12,2
41327,581163,6,12747.0,17.700000000000003,2010-12,13
41328,537154,3,15808.0,7.6499999999999995,2010-12,1
41329,547918,6,15249.0,12.600000000000001,2011-03,1
41330,548497,12,13089.0,10.2,2010-12,4
41331,580727,3,14096.0,2.4899999999999998,2011-08,5
41332,546502,1,16005.0,0.85,2011-03,1
41333,571909,2,15006.0,0.84,2011-10,1
41334,559863,10,15039.0,20.8,2010-12,8
41335,551391,12,15514.0,15.0,2010-12,5
41336,539728,6,16270.0,12.600000000000001,2010-12,1
41337,554069,12,15281.0,15.0,2011-01,5
41338,553522,2,15005.0,3.9,2010-12,6
41339,569695,36,16843.0,14.040000000000001,2011-01,10
41340,540482,2,14672.0,10.9,2011-01,1
41341,551549,12,17501.0,15.0,2011-05,1
41342,565781,25,13098.0,10.5,2011-01,9
41343,570001,12,14427.0,5.04,2011-10,1
41344,561329,1,15044.0,6.75,2010-12,8
41345,539455,1,12748.0,3.75,2010-12,1
41346,570269,3,17227.0,8.850000000000001,2011-03,8
41347,559898,4,16225.0,11.8,2011-03,5
41348,557271,8,17769.0,13.2,2011-01,6
41349,563920,3,16407.0,3.75,2011-01,8
41350,561896,28,15819.0,5.88,2011-03,5
41351,555593,8,16298.0,16.8,2011-06,1
41352,568528,16,13979.0,13.28,2011-09,1
41353,574660,1,15407.0,1.95,2011-02,10
41354,540182,72,14739.0,51.839999999999996,2010-12,2
41355,548614,2,14419.0,1.9,2010-12,5
41356,560878,2,14410.0,4.2,2011-02,6
41357,571667,1,14554.0,9.95,2011-10,1
41358,558538,2,15005.0,3.3,2010-12,7
41359,560979,24,15232.0,6.959999999999999,2011-07,1
41360,558458,1,14527.0,2.95,2010-12,7
41361,574532,4,15676.0,27.0,2011-03,9
41362,549296,6,14619.0,17.700000000000003,2011-04,1
41363,566938,30,14557.0,49.5,2011-09,1
41364,577482,2,16762.0,8.5,2011-07,5
41365,557864,12,15253.0,17.4,2011-06,1
41366,564742,2,17346.0,3.3,2010-12,9
41367,543277,5,15808.0,14.75,2010-12,3
41368,565915,5,15752.0,10.4,2010-12,10
